mcc,mnc,lac,cell_id,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring
234,20,3714,3057920,318,22,-118,16,54.70424974,-6.08150247,9.65,38.75,247.6,126.93,2019-03-18T11:40:32.181Z,LTE,FALSE
234,20,3714,3057920,318,22,-118,16,54.70398596,-6.08261821,9.65,38.87,247.7,125.39,2019-03-18T11:40:34.188Z,LTE,FALSE
234,20,3714,1707265,205,35,-105,,54.70398596,-6.08261821,9.65,38.87,247.7,125.39,2019-03-18T11:40:35.483Z,LTE,FALSE
234,20,3714,1707265,205,35,-105,,54.70372287,-6.08373455,9.65,39.01,247.7,125.1,2019-03-18T11:40:36.180Z,LTE,FALSE
234,20,3714,1707265,205,35,-105,,54.70345897,-6.084857,9.65,39.13,247.7,124.5,2019-03-18T11:40:38.175Z,LTE,FALSE
234,20,3714,1707265,205,35,-105,,54.70319371,-6.08597738,9.65,39.26,247.7,122.76,2019-03-18T11:40:40.187Z,LTE,FALSE
234,20,3714,1707265,205,35,-105,,54.70292416,-6.08710432,9.65,39.42,247.5,122.26,2019-03-18T11:40:42.191Z,LTE,FALSE
234,20,3714,1707265,205,35,-105,,54.70265476,-6.08823917,9.65,39.44,247.8,121.69,2019-03-18T11:40:44.185Z,LTE,FALSE
234,20,3714,3057920,318,24,-116,,54.70265476,-6.08823917,9.65,39.44,247.8,121.69,2019-03-18T11:40:45.492Z,LTE,FALSE
234,20,3714,3057920,318,24,-116,,54.70240678,-6.08937344,9.65,39.4,248.3,121.59,2019-03-18T11:40:46.194Z,LTE,FALSE
234,20,3714,3057920,318,24,-116,,54.70215596,-6.0905135,9.65,39.62,247.8,122.57,2019-03-18T11:40:48.203Z,LTE,FALSE
234,20,3714,3057920,318,24,-116,,54.7018792,-6.09166874,9.65,39.74,247.7,120.91,2019-03-18T11:40:50.168Z,LTE,FALSE
234,20,3714,3057920,318,24,-116,,54.70160398,-6.09279675,9.65,39.83,247.8,118.72,2019-03-18T11:40:52.197Z,LTE,FALSE
234,20,3714,3057920,318,24,-116,,54.70133473,-6.09394807,9.65,39.79,247.7,118.68,2019-03-18T11:40:54.194Z,LTE,FALSE
234,20,3714,3057920,318,47,-93,,54.7010511,-6.09508081,9.65,39.77,247.7,121.07,2019-03-18T11:40:56.168Z,LTE,FALSE
234,20,3714,3057920,318,47,-93,,54.7007673,-6.09624375,9.65,40.09,247.7,118.77,2019-03-18T11:40:58.173Z,LTE,FALSE
234,20,3714,3057920,318,47,-93,,54.70049618,-6.09740017,9.65,40.09,248,119.65,2019-03-18T11:41:00.183Z,LTE,FALSE
234,20,3714,3057920,318,47,-93,,54.70022489,-6.09855356,9.65,40.18,247.8,119.46,2019-03-18T11:41:02.180Z,LTE,FALSE
234,20,3714,3057920,318,47,-93,,54.69995081,-6.09971825,9.65,40.31,248,118.58,2019-03-18T11:41:04.171Z,LTE,FALSE
234,20,3714,3057920,318,44,-96,,54.69954576,-6.10143865,4.29,40.21,247.8,115.94,2019-03-18T11:41:07.164Z,LTE,FALSE
234,20,3714,3057920,318,44,-96,,54.69925621,-6.10258089,4.29,40.51,247.7,115.95,2019-03-18T11:41:09.188Z,LTE,FALSE
234,20,3714,3057920,318,44,-96,,54.6990624,-6.1034474,4.29,40.63,247.7,113.87,2019-03-18T11:41:11.122Z,LTE,FALSE
234,20,3714,3057920,318,44,-96,,54.69856229,-6.10552401,3.22,40.66,247.7,112.79,2019-03-18T11:41:14.156Z,LTE,FALSE
234,20,3714,3057920,318,52,-88,,54.69828667,-6.10669317,3.22,40.44,247.7,113.21,2019-03-18T11:41:16.177Z,LTE,FALSE
234,20,3714,3057920,318,52,-88,,54.69801142,-6.10783525,3.22,40.28,247.8,112.41,2019-03-18T11:41:18.178Z,LTE,FALSE
234,20,3714,3057920,318,52,-88,,54.69761182,-6.10954746,3.22,39.95,247.7,114.15,2019-03-18T11:41:21.187Z,LTE,FALSE
234,20,3714,3057920,318,52,-88,,54.69733618,-6.11070252,3.22,39.81,248,113.84,2019-03-18T11:41:23.180Z,LTE,FALSE
234,20,3714,3057920,318,52,-88,,54.69707693,-6.11185461,3.22,39.7,248.7,113.31,2019-03-18T11:41:25.192Z,LTE,FALSE
234,20,3714,3057920,318,31,-109,,54.69685015,-6.11300159,3.22,39.49,251.5,113.63,2019-03-18T11:41:27.172Z,LTE,FALSE
234,20,3714,3057920,318,31,-109,,54.69662837,-6.11415556,4.29,39.37,252.3,113.69,2019-03-18T11:41:29.168Z,LTE,FALSE
234,20,3714,3057920,318,31,-109,,54.69643696,-6.11535243,3.22,39.55,254.5,112.01,2019-03-18T11:41:31.175Z,LTE,FALSE
234,20,3714,3057920,318,31,-109,,54.69625619,-6.11653768,3.22,39.78,255.9,111.03,2019-03-18T11:41:33.170Z,LTE,FALSE
234,20,3714,3057920,318,31,-109,,54.69609506,-6.1177278,3.22,39.87,257.4,111.38,2019-03-18T11:41:35.186Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69609506,-6.1177278,3.22,39.87,257.4,111.38,2019-03-18T11:41:35.485Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69594948,-6.11896013,4.29,40.31,258.7,112.16,2019-03-18T11:41:37.188Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69582991,-6.12017764,3.22,40.05,260.6,111.69,2019-03-18T11:41:39.179Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69574322,-6.12139207,3.22,40.11,262.3,110.6,2019-03-18T11:41:41.178Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69567084,-6.12262451,3.22,40.12,263.8,110.15,2019-03-18T11:41:43.188Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69561364,-6.12386898,3.22,40.33,265.4,108.53,2019-03-18T11:41:45.193Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69556907,-6.12512181,3.22,40.42,266.9,107.99,2019-03-18T11:41:47.173Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.6955466,-6.12639166,3.22,40.51,268.4,106.72,2019-03-18T11:41:49.161Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69554549,-6.12766024,3.22,40.42,270,107.2,2019-03-18T11:41:51.173Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69556699,-6.12891863,4.29,40.51,271.6,106.91,2019-03-18T11:41:53.169Z,LTE,FALSE
234,20,3714,3057921,493,38,-102,,54.69559961,-6.13019676,4.29,40.46,272.8,106.91,2019-03-18T11:41:55.163Z,LTE,FALSE
234,20,3714,3057921,493,25,-115,,54.69564926,-6.13143874,5.36,40.19,274.3,106.26,2019-03-18T11:41:57.160Z,LTE,FALSE
234,20,3714,3057921,493,25,-115,,54.69575726,-6.13271759,5.36,40.58,276.3,107.36,2019-03-18T11:41:59.179Z,LTE,FALSE
234,20,3714,3057921,493,25,-115,,54.6958275,-6.13359195,5.36,40.52,277.9,107.79,2019-03-18T11:42:01.121Z,LTE,FALSE
234,20,3714,3057921,493,25,-115,,54.69603506,-6.13578281,4.29,40.39,280.3,110.59,2019-03-18T11:42:04.168Z,LTE,FALSE
234,20,3714,3057921,493,31,-109,,54.69618672,-6.13700002,4.29,40.13,282.1,111.03,2019-03-18T11:42:06.185Z,LTE,FALSE
234,20,3714,3057921,493,31,-109,,54.69643644,-6.13883613,4.29,40.22,285.2,105,2019-03-18T11:42:09.193Z,LTE,FALSE
234,20,3714,3057921,493,31,-109,,54.6966305,-6.14003057,5.36,39.93,285.7,104.96,2019-03-18T11:42:11.201Z,LTE,FALSE
234,20,3714,3057921,493,31,-109,,54.69683274,-6.14119227,6.43,39.43,286.8,103.8,2019-03-18T11:42:13.182Z,LTE,FALSE
234,20,3714,3057921,493,31,-109,,54.69704106,-6.1423587,5.36,39.75,287.7,103.81,2019-03-18T11:42:15.190Z,LTE,FALSE
234,20,3714,3057921,493,33,-107,,54.69726381,-6.14354474,5.36,39.62,288,104.03,2019-03-18T11:42:17.181Z,LTE,FALSE
234,20,3714,3057921,493,33,-107,,54.69749676,-6.1447104,6.43,39.55,288.5,104.78,2019-03-18T11:42:19.179Z,LTE,FALSE
234,20,3714,3057921,493,33,-107,,54.69772527,-6.14585711,4.29,39.22,287.8,105.58,2019-03-18T11:42:21.190Z,LTE,FALSE
234,20,3714,3057921,493,33,-107,,54.69794935,-6.14703558,4.29,39.34,288,106.28,2019-03-18T11:42:23.177Z,LTE,FALSE
234,20,3714,3057921,493,33,-107,,54.69817189,-6.14817221,4.29,38.87,287.8,106.72,2019-03-18T11:42:25.183Z,LTE,FALSE
234,20,3714,3057921,493,16,-124,,54.69838275,-6.14935958,6.43,39.54,287.2,107.4,2019-03-18T11:42:27.182Z,LTE,FALSE
234,20,3714,3057921,493,16,-124,,54.69860666,-6.15049443,6.43,39.19,287.9,107.31,2019-03-18T11:42:29.182Z,LTE,FALSE
234,20,3714,3057921,493,16,-124,,54.69882211,-6.15165353,7.5,38.56,288.3,105.88,2019-03-18T11:42:31.180Z,LTE,FALSE
234,20,3714,3057921,493,16,-124,,54.69906548,-6.15279733,7.5,39.71,289.8,105.49,2019-03-18T11:42:33.199Z,LTE,FALSE
234,20,3714,3057921,493,16,-124,,54.69925047,-6.15396285,7.5,39.16,286.6,105.29,2019-03-18T11:42:35.198Z,LTE,FALSE
234,20,3714,1707266,227,26,-114,,54.69925047,-6.15396285,7.5,39.16,286.6,105.29,2019-03-18T11:42:35.511Z,LTE,FALSE
234,20,3714,1707266,227,26,-114,,54.69948314,-6.1551053,6.43,38.8,287.8,106.5,2019-03-18T11:42:37.199Z,LTE,FALSE
234,20,3714,1707266,227,26,-114,,54.69967685,-6.15627106,6.43,39.39,287.7,104.72,2019-03-18T11:42:39.197Z,LTE,FALSE
234,20,3714,1707266,227,26,-114,,54.69990003,-6.15740974,7.5,39.15,287.9,104.69,2019-03-18T11:42:41.183Z,LTE,FALSE
234,20,3714,1707266,227,26,-114,,54.7001046,-6.15858297,5.36,39.31,287.8,105.39,2019-03-18T11:42:43.184Z,LTE,FALSE
234,20,3714,1707266,227,26,-114,,54.70033413,-6.15973443,7.5,39.11,287.8,105.21,2019-03-18T11:42:45.198Z,LTE,FALSE
234,20,3480,1705985,253,21,-119,,54.70033413,-6.15973443,7.5,39.11,287.8,105.21,2019-03-18T11:42:45.527Z,LTE,FALSE
234,20,3480,1705985,253,21,-119,,54.7005818,-6.16093936,6.43,39.63,288.2,102.93,2019-03-18T11:42:47.185Z,LTE,FALSE
234,20,3480,1705985,253,21,-119,,54.70080376,-6.16209753,6.43,39.69,288.1,104.21,2019-03-18T11:42:49.172Z,LTE,FALSE
234,20,3480,1705985,253,21,-119,,54.70101279,-6.16324096,6.43,39.13,287.8,104.68,2019-03-18T11:42:51.185Z,LTE,FALSE
234,20,3480,1705985,253,21,-119,,54.70123019,-6.16443421,5.36,39.41,287.8,101.73,2019-03-18T11:42:53.191Z,LTE,FALSE
234,20,3480,1705985,253,21,-119,,54.70146903,-6.1655979,5.36,39.32,287.9,104.52,2019-03-18T11:42:55.186Z,LTE,FALSE
234,20,3480,3140865,28,22,-118,,54.70146903,-6.1655979,5.36,39.32,287.9,104.52,2019-03-18T11:42:55.526Z,LTE,FALSE
234,20,3480,3140865,28,22,-118,,54.70166064,-6.1667278,5.36,39.2,287.8,104.98,2019-03-18T11:42:57.202Z,LTE,FALSE
234,20,3480,3140865,28,22,-118,,54.70187975,-6.16789229,4.29,39.19,287.7,103.36,2019-03-18T11:42:59.155Z,LTE,FALSE
234,20,3480,3140865,28,22,-118,,54.70209583,-6.16904847,4.29,39.28,287.8,100.72,2019-03-18T11:43:01.185Z,LTE,FALSE
234,20,3480,3140865,28,22,-118,,54.70230048,-6.1701902,10.72,39.09,287.5,102.44,2019-03-18T11:43:03.182Z,LTE,FALSE
234,20,3480,3140865,28,22,-118,,54.70250658,-6.17135739,10.72,39.11,287.7,101.38,2019-03-18T11:43:05.190Z,LTE,FALSE
234,20,3480,1705985,253,22,-118,,54.70250658,-6.17135739,10.72,39.11,287.7,101.38,2019-03-18T11:43:05.499Z,LTE,FALSE
234,20,3480,1705985,253,22,-118,,54.70272153,-6.17252132,10.72,39.3,287.8,101.36,2019-03-18T11:43:07.180Z,LTE,FALSE
234,20,3480,1705985,253,22,-118,,54.70293986,-6.17367709,10.72,39.37,287.8,101.23,2019-03-18T11:43:09.180Z,LTE,FALSE
234,20,3480,1705985,253,22,-118,,54.70315567,-6.17484994,10.72,39.58,287.8,101.44,2019-03-18T11:43:11.182Z,LTE,FALSE
234,20,3480,1705985,253,22,-118,,54.70336317,-6.17604519,10.72,39.71,287,96.37,2019-03-18T11:43:13.184Z,LTE,FALSE
234,20,3480,1705985,253,22,-118,,54.70354609,-6.17721876,10.72,39.48,284.5,96.93,2019-03-18T11:43:15.189Z,LTE,FALSE
234,20,3480,3140865,28,28,-112,,54.70354609,-6.17721876,10.72,39.48,284.5,96.93,2019-03-18T11:43:15.513Z,LTE,FALSE
234,20,3480,3140865,28,28,-112,,54.70371683,-6.17841123,10.72,40.01,283.9,97.14,2019-03-18T11:43:17.179Z,LTE,FALSE
234,20,3480,3140865,28,28,-112,,54.70375706,-6.17958349,9.65,38.89,277.7,95.41,2019-03-18T11:43:19.195Z,LTE,FALSE
234,20,3480,3140865,28,28,-112,,54.70383135,-6.1807658,9.65,38.18,276.3,96.28,2019-03-18T11:43:21.190Z,LTE,FALSE
234,20,3480,3140865,28,28,-112,,54.70386723,-6.18192643,9.65,37.08,273.7,96.04,2019-03-18T11:43:23.162Z,LTE,FALSE
234,20,3480,3140865,28,28,-112,,54.70391841,-6.18303124,9.65,35.66,274.4,96.53,2019-03-18T11:43:25.184Z,LTE,FALSE
234,20,3480,3140866,2,38,-102,,54.70391841,-6.18303124,9.65,35.66,274.4,96.53,2019-03-18T11:43:25.509Z,LTE,FALSE
234,20,3480,3140866,2,38,-102,,54.70396028,-6.18408591,9.65,34.26,276.9,96.31,2019-03-18T11:43:27.193Z,LTE,FALSE
234,20,3480,3140866,2,38,-102,,54.70403348,-6.18509443,9.65,32.85,277.7,94.87,2019-03-18T11:43:29.190Z,LTE,FALSE
234,20,3480,3140866,2,38,-102,,54.70415889,-6.18608824,10.72,32.38,281.1,94.15,2019-03-18T11:43:31.185Z,LTE,FALSE
234,20,3480,3140866,2,38,-102,,54.70433138,-6.18699678,5.36,30.41,286.2,95.34,2019-03-18T11:43:33.183Z,LTE,FALSE
234,20,3480,3140866,2,36,-104,,54.70471348,-6.18899919,6.43,26.41,288.9,94.04,2019-03-18T11:43:38.187Z,LTE,FALSE
234,20,3480,3140866,2,36,-104,,54.70485832,-6.18972204,7.5,25.24,289.5,93.58,2019-03-18T11:43:40.179Z,LTE,FALSE
234,20,3480,3140866,2,36,-104,,54.70522178,-6.19138636,6.43,20.82,289.4,88.75,2019-03-18T11:43:45.182Z,LTE,FALSE
234,20,3480,3140866,2,32,-108,,54.70557758,-6.1930926,9.65,19.44,291.6,91.2,2019-03-18T11:43:51.163Z,LTE,FALSE
234,20,3480,3140866,2,32,-108,,54.7058473,-6.19417446,10.72,18.5,293.2,90.6,2019-03-18T11:43:55.181Z,LTE,FALSE
234,20,3480,3140866,2,21,-119,,54.70638278,-6.19592232,9.65,17.42,299,88.67,2019-03-18T11:44:02.163Z,LTE,FALSE
234,20,3480,3140866,2,21,-119,,54.70662855,-6.19672571,10.72,18.63,301.4,88.88,2019-03-18T11:44:05.174Z,LTE,FALSE
234,20,3480,1705986,428,22,-118,,54.70741814,-6.19870074,9.65,16.7,306.4,90.13,2019-03-18T11:44:15.514Z,LTE,FALSE
234,20,3480,1705986,428,22,-118,,54.70791452,-6.19978386,10.72,15.03,307.4,88.5,2019-03-18T11:44:20.197Z,LTE,FALSE
234,20,3480,1705986,428,20,-120,,54.70855457,-6.20108137,11.79,14.9,309.4,88.13,2019-03-18T11:44:27.165Z,LTE,FALSE
234,20,3480,1705986,428,20,-120,,54.70886587,-6.20179394,9.65,14.28,311,85.49,2019-03-18T11:44:31.179Z,LTE,FALSE
234,20,3480,1705986,428,12,-128,,54.70960106,-6.20300607,11.79,12.86,319.1,88.06,2019-03-18T11:44:39.181Z,LTE,FALSE
234,20,3480,1705986,428,12,-128,,54.71016253,-6.20388578,9.65,12.94,317.4,100.4,2019-03-18T11:44:45.163Z,LTE,FALSE
234,20,3480,1987330,485,17,-123,,54.71016253,-6.20388578,9.65,12.94,317.4,100.4,2019-03-18T11:44:45.508Z,LTE,FALSE
234,20,3480,1987330,485,17,-123,,54.7106578,-6.20440789,10.72,11.93,322,102.1,2019-03-18T11:44:50.193Z,LTE,FALSE
234,20,3480,1987330,485,17,-123,,54.71130327,-6.2052747,9.65,9.47,324,99.97,2019-03-18T11:44:58.178Z,LTE,FALSE
234,20,3480,1987330,485,30,-110,,54.71185435,-6.2058833,9.65,5.65,329.5,99.79,2019-03-18T11:45:08.178Z,LTE,FALSE
234,20,3480,1987330,485,27,-113,,54.71225232,-6.20669966,18.22,2.8,327,93.37,2019-03-18T11:45:23.184Z,LTE,FALSE
234,20,3480,1987330,485,28,-112,,54.71354025,-6.20780496,23.58,11.7,332,102.65,2019-03-18T11:45:41.183Z,LTE,FALSE
234,20,3480,1987330,485,33,-107,,54.71454022,-6.20871928,11.79,8.25,333.4,75.08,2019-03-18T11:45:52.183Z,LTE,FALSE
234,20,3480,1987330,485,42,-98,,54.71537987,-6.20917175,4.29,7.97,329.3,80.97,2019-03-18T11:46:03.155Z,LTE,FALSE
234,20,3480,1987330,485,54,-86,,54.71583346,-6.20939948,5.36,8.28,336.5,80.32,2019-03-18T11:46:10.183Z,LTE,FALSE
234,20,3480,1987330,485,60,-80,,54.7162405,-6.20981485,8.58,7.85,333.5,67.79,2019-03-18T11:46:17.172Z,LTE,FALSE
234,20,3480,1987330,485,61,-79,,54.71704976,-6.21061183,5.36,7.4,333.8,84.93,2019-03-18T11:46:29.189Z,LTE,FALSE
234,20,3480,1987330,485,56,-84,,54.71788745,-6.21129521,16.08,0,0,68.93,2019-03-18T11:47:41.175Z,LTE,FALSE
234,15,982,62451161,383,5,-103,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T11:54:44.031Z,UMTS,FALSE
234,15,41088,131455242,17,17,-123,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T11:55:09.017Z,LTE,FALSE
234,15,876,36324,,7,-99,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T11:55:43.150Z,GSM,FALSE
234,15,876,33459,,5,-103,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T11:55:43.150Z,GSM,TRUE
234,15,876,37478,,5,-103,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T11:57:51.905Z,GSM,FALSE
234,15,887,22922,,3,-107,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T11:57:51.905Z,GSM,TRUE
234,15,876,49207,,5,-103,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T11:57:51.905Z,GSM,TRUE
234,20,153,14374354,29,9,-95,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T11:59:10.840Z,UMTS,FALSE
234,20,3466,2880513,31,40,-100,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T12:03:58.490Z,LTE,FALSE
234,20,3692,1708289,265,24,-116,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T12:08:41.317Z,LTE,FALSE
234,15,876,37347,,1,-111,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T12:10:11.214Z,GSM,FALSE
234,15,877,62584961,81,0,-113,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T12:10:28.900Z,UMTS,FALSE
234,20,3310,1571074,26,24,-116,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T12:13:02.152Z,LTE,FALSE
234,20,3296,2780161,118,34,-106,11,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T12:19:04.424Z,LTE,FALSE
234,20,3296,2780160,417,29,-111,,54.71820938,-6.21142077,8.58,6.34,340.8,99.26,2019-03-18T12:20:09.223Z,LTE,FALSE
234,20,3296,2780160,417,29,-111,,55.04320083,-6.42648222,7.5,21.78,339.7,135.5,2019-03-18T12:20:10.322Z,LTE,FALSE
234,20,3296,2780160,417,29,-111,,55.04439186,-6.42727459,5.36,23.41,341.7,155.86,2019-03-18T12:20:15.735Z,LTE,FALSE
234,15,877,62583382,257,0,-113,,55.04439186,-6.42727459,5.36,23.41,341.7,155.86,2019-03-18T12:23:22.852Z,UMTS,FALSE
234,20,3296,1924866,338,34,-106,5,55.04439186,-6.42727459,5.36,23.41,341.7,155.86,2019-03-18T12:24:19.166Z,LTE,FALSE
234,20,3296,1924866,338,28,-112,,55.06662861,-6.51354105,13.94,0,0,99.91,2019-03-18T12:28:13.666Z,LTE,FALSE
234,20,3296,2153986,185,17,-123,22,55.06670531,-6.5135489,8.58,0,0,91.2,2019-03-18T12:36:38.243Z,LTE,FALSE
234,10,34816,130806904,381,22,-118,,55.06670531,-6.5135489,8.58,0,0,91.2,2019-03-18T12:38:17.633Z,LTE,FALSE
234,20,3675,1753600,342,52,-88,2,55.06670531,-6.5135489,8.58,0,0,91.2,2019-03-18T12:43:22.520Z,LTE,FALSE
234,20,3675,1753600,342,52,-88,2,55.13413218,-6.66272698,20.37,0,0,146.94,2019-03-18T12:43:24.654Z,LTE,FALSE
234,20,3675,1753600,342,49,-91,,55.13485761,-6.66336424,10.72,9.36,335.2,61.22,2019-03-18T12:45:30.650Z,LTE,FALSE
234,20,3675,1753600,342,46,-94,,55.1360201,-6.66432161,9.65,10.52,337.9,59.03,2019-03-18T12:45:43.668Z,LTE,FALSE
234,20,3675,1753600,342,49,-91,,55.13677357,-6.6651376,5.36,10.16,323.9,63.08,2019-03-18T12:45:52.627Z,LTE,FALSE
234,20,3675,1753600,342,45,-95,,55.1374826,-6.66621429,6.43,10.45,307.9,68.84,2019-03-18T12:46:02.667Z,LTE,FALSE
234,20,3675,1904898,5,53,-87,,55.13759683,-6.66645158,5.36,10.51,305.3,64.91,2019-03-18T12:46:11.136Z,LTE,FALSE
234,20,3675,1904898,5,53,-87,,55.1379886,-6.66758071,5.36,11.44,297.2,68.57,2019-03-18T12:46:11.662Z,LTE,FALSE
234,20,3461,1114114,65,19,-121,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T12:48:20.294Z,LTE,FALSE
272,2,201,47504,,16,-81,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T12:54:59.209Z,GSM,FALSE
272,1,35,14046,,12,-89,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T13:01:53.895Z,GSM,FALSE
272,1,3020,1419814,1,2,-109,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T13:02:11.771Z,UMTS,FALSE
272,1,3020,1390530,177,8,-97,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T13:08:02.619Z,UMTS,FALSE
272,1,3020,1390553,249,12,-89,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T13:19:44.872Z,UMTS,FALSE
272,1,35,14053,,13,-87,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T13:20:24.838Z,GSM,FALSE
272,1,35,14001,,11,-91,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T13:21:51.247Z,GSM,FALSE
272,1,35,14002,,6,-101,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T13:21:51.247Z,GSM,TRUE
272,1,35,14053,,10,-93,,55.13804474,-6.66785347,4.29,10.66,296.3,67.19,2019-03-18T13:21:51.247Z,GSM,TRUE
272,1,35,14001,,11,-91,,54.99241305,-7.31347702,5.36,1.2,190,59.12,2019-03-18T13:22:43.669Z,GSM,FALSE
272,1,35,14002,,6,-101,,54.99241305,-7.31347702,5.36,1.2,190,59.12,2019-03-18T13:22:43.669Z,GSM,TRUE
272,1,35,14053,,10,-93,,54.99241305,-7.31347702,5.36,1.2,190,59.12,2019-03-18T13:22:43.669Z,GSM,TRUE
272,1,35,14053,,13,-87,,54.9923853,-7.31345697,3.22,1.22,189.8,62.89,2019-03-18T13:22:49.015Z,GSM,FALSE
272,1,35,14002,,7,-99,,54.9923853,-7.31345697,3.22,1.22,189.8,62.89,2019-03-18T13:22:49.015Z,GSM,TRUE
272,1,35,14001,,11,-91,,54.9923853,-7.31345697,3.22,1.22,189.8,62.89,2019-03-18T13:22:49.015Z,GSM,TRUE
272,1,35,14053,,11,-91,,54.98950906,-7.31538525,7.5,2.72,215.8,66.46,2019-03-18T13:28:12.636Z,GSM,FALSE
272,1,35,14001,,9,-95,,54.98950906,-7.31538525,7.5,2.72,215.8,66.46,2019-03-18T13:28:12.636Z,GSM,TRUE
272,1,35,14053,,15,-83,,54.99022439,-7.31735398,3.22,14.42,310.1,61.09,2019-03-18T13:28:31.654Z,GSM,FALSE
272,1,35,14001,,11,-91,,54.99022439,-7.31735398,3.22,14.42,310.1,61.09,2019-03-18T13:28:31.654Z,GSM,TRUE
272,1,35,14054,,9,-95,,54.99022439,-7.31735398,3.22,14.42,310.1,61.09,2019-03-18T13:28:31.654Z,GSM,TRUE
272,1,35,14053,,16,-81,,54.99077468,-7.31849359,3.22,12.9,311.2,66.64,2019-03-18T13:28:38.639Z,GSM,FALSE
272,1,35,14001,,13,-87,,54.99077468,-7.31849359,3.22,12.9,311.2,66.64,2019-03-18T13:28:38.639Z,GSM,TRUE
272,1,35,14054,,11,-91,,54.99077468,-7.31849359,3.22,12.9,311.2,66.64,2019-03-18T13:28:38.639Z,GSM,TRUE
272,1,35,14053,,10,-93,,54.99121511,-7.31936855,5.36,12.29,310.2,65.24,2019-03-18T13:28:44.649Z,GSM,FALSE
272,1,35,14054,,6,-101,,54.99121511,-7.31936855,5.36,12.29,310.2,65.24,2019-03-18T13:28:44.649Z,GSM,TRUE
272,1,35,14053,,6,-101,,54.99163726,-7.32033605,5.36,7.44,302.3,64.92,2019-03-18T13:28:52.655Z,GSM,FALSE
272,1,35,14054,,3,-107,,54.99163726,-7.32033605,5.36,7.44,302.3,64.92,2019-03-18T13:28:52.655Z,GSM,TRUE
272,1,35,14053,,6,-101,,54.99227394,-7.31995117,5.36,10.56,36.7,67.77,2019-03-18T13:29:02.654Z,GSM,FALSE
272,1,35,14054,,3,-107,,54.99227394,-7.31995117,5.36,10.56,36.7,67.77,2019-03-18T13:29:02.654Z,GSM,TRUE
272,1,35,14053,,1,-111,,54.99360368,-7.31969479,10.72,7.57,350.2,76.36,2019-03-18T13:29:19.639Z,GSM,FALSE
272,1,35,14054,,3,-107,,54.99360368,-7.31969479,10.72,7.57,350.2,76.36,2019-03-18T13:29:19.639Z,GSM,TRUE
272,1,35,14053,,4,-105,,54.99420733,-7.31986149,7.5,3.65,344.4,68.23,2019-03-18T13:29:30.635Z,GSM,FALSE
272,1,35,14054,,3,-107,,54.99420733,-7.31986149,7.5,3.65,344.4,68.23,2019-03-18T13:29:30.635Z,GSM,TRUE
272,1,35,14053,,5,-103,,54.9947574,-7.32046016,8.58,6.67,311.9,71.27,2019-03-18T13:29:44.658Z,GSM,FALSE
272,1,35,14054,,3,-107,,54.9947574,-7.32046016,8.58,6.67,311.9,71.27,2019-03-18T13:29:44.658Z,GSM,TRUE
272,1,35,14053,,4,-105,,54.99531755,-7.32134458,8.58,6.63,321,74.71,2019-03-18T13:29:57.651Z,GSM,FALSE
